,best
adjunct_island,0.599
adv_order,0.553
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.455
center_embedding_double_1,0.428
center_embedding_double_2,0.92
center_embedding_single_1,0.319
center_embedding_single_2,0.93
complex_np_island,0.449
coordinate_structure_constrain_object_extraction,0.289
determiner_noun_agreement_1,0.542
determiner_noun_agreement_2,0.581
determiner_noun_agreement_adj_1,0.515
determiner_noun_agreement_adj_2,0.602
ellipsis,0.19
green_ideas,0.47
intransitive,0.469
left_branch_island_simple_question,0.164
matrix_question_npi_licensor_present,0.419
npi_present,0.399
only_npi_licensor_present,0.997
only_npi_scope,0.99
pp_order,0.544
principle_A_c_command,0.479
principle_A_domain_1,0.998
principle_A_domain_2,0.476
principle_A_domain_3,0.493
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.61
recursion_poss_ditransitive_medium,0.65
recursion_poss_ditransitive_short,0.635
recursion_poss_transitive_long,0.772
recursion_poss_transitive_medium,0.854
recursion_poss_transitive_short,0.954
recursion_pp_is_long,0.072
recursion_pp_is_medium,0.089
recursion_pp_is_short,0.163
recursion_pp_verb_long,0.033
recursion_pp_verb_medium,0.319
recursion_pp_verb_short,0.871
sentential_negation_npi_licensor_present,0.965
sentential_negation_npi_scope,0.347
subj_aux_agreement_question_vary_aux,0.479
subj_aux_agreement_question_vary_subj,0.486
subj_aux_vary_subj,0.5
subj_aux_vary_verb,0.494
subj_aux_vary_verb_pp,0.511
subj_aux_vary_verb_rc,0.509
subj_verb_vary_verb,0.389
svo_vos,0.472
swapped_ditransitive_1,0.958
swapped_ditransitive_2,0.853
transitive,0.764
wh_island,0.961
wh_questions_object_gap,0.22
wh_questions_object_gap_long_distance,0.163
wh_questions_subject_gap,0.759
wh_questions_subject_gap_long_distance,0.678
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,0.999
wh_vs_that_with_gap,0.194
wh_vs_that_with_gap_long_distance,0.423
