,best
adjunct_island,0.772
adv_order,0.778
wh_vs_that_with_gap,0.382
anaphor_gender_agreement,0.501
anaphor_number_agreement,0.493
recursion_pp_verb_long,0.992
center_embedding_double_1,0.433
recursion_pp_verb_medium,0.968
center_embedding_double_2,0.987
recursion_pp_verb_short,0.978
center_embedding_single_1,0.28
subj_aux_vary_verb_rc,0.463
center_embedding_single_2,0.947
complex_np_island,0.556
recursion_poss_transitive_medium,0.798
coordinate_structure_constrain_object_extraction,0.363
subj_aux_vary_verb_pp,0.449
determiner_noun_agreement_1,0.544
subj_verb_vary_verb,0.467
determiner_noun_agreement_2,0.635
svo_vos,0.733
determiner_noun_agreement_adj_1,0.525
swapped_ditransitive_1,0.662
determiner_noun_agreement_adj_2,0.606
ellipsis,0.474
green_ideas,0.364
intransitive,0.686
recursion_poss_transitive_short,0.925
left_branch_island_simple_question,0.508
recursion_pp_is_long,0.443
matrix_question_npi_licensor_present,0.08
npi_present,0.322
swapped_ditransitive_2,0.622
only_npi_licensor_present,1.0
only_npi_scope,0.843
pp_order,0.802
principle_A_c_command,0.499
principle_A_domain_1,1.0
principle_A_domain_2,0.51
principle_A_domain_3,0.479
transitive,0.839
recursion_intensifier_adj_long,1.0
wh_island,0.823
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.229
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.321
recursion_intensifier_adv_long,0.0
wh_questions_object_gap_long_distance,0.251
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.799
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.697
recursion_poss_ditransitive_long,0.877
recursion_pp_is_medium,0.141
recursion_poss_ditransitive_medium,0.804
recursion_pp_is_short,0.296
recursion_poss_ditransitive_short,0.645
wh_vs_that_no_gap,0.997
recursion_poss_transitive_long,0.85
subj_aux_agreement_question_vary_subj,0.494
sentential_negation_npi_licensor_present,0.473
wh_vs_that_no_gap_long_distance,0.991
sentential_negation_npi_scope,0.646
subj_aux_vary_subj,0.573
subj_aux_agreement_question_vary_aux,0.507
subj_aux_vary_verb,0.795
