,epoch_2
adjunct_island,0.423
anaphor_gender_agreement,0.77
anaphor_number_agreement,0.635
animate_subject_passive,0.571
animate_subject_trans,0.587
causative,0.456
complex_NP_island,0.317
coordinate_structure_constraint_complex_left_branch,0.693
coordinate_structure_constraint_object_extraction,0.303
determiner_noun_agreement_1,0.481
determiner_noun_agreement_2,0.491
determiner_noun_agreement_irregular_1,0.51
determiner_noun_agreement_irregular_2,0.511
determiner_noun_agreement_with_adj_2,0.503
determiner_noun_agreement_with_adj_irregular_1,0.509
determiner_noun_agreement_with_adj_irregular_2,0.539
determiner_noun_agreement_with_adjective_1,0.517
distractor_agreement_relational_noun,0.505
distractor_agreement_relative_clause,0.531
drop_argument,0.613
ellipsis_n_bar_1,0.331
ellipsis_n_bar_2,0.402
existential_there_object_raising,0.543
existential_there_quantifiers_1,0.68
existential_there_quantifiers_2,0.544
existential_there_subject_raising,0.574
expletive_it_object_raising,0.553
inchoative,0.409
intransitive,0.552
irregular_past_participle_adjectives,0.354
irregular_past_participle_verbs,0.582
irregular_plural_subject_verb_agreement_1,0.51
irregular_plural_subject_verb_agreement_2,0.507
left_branch_island_echo_question,0.569
left_branch_island_simple_question,0.728
matrix_question_npi_licensor_present,0.321
npi_present_1,0.12
npi_present_2,0.046
only_npi_licensor_present,0.003
only_npi_scope,0.233
passive_1,0.582
passive_2,0.611
principle_A_c_command,0.49
principle_A_case_1,0.94
principle_A_case_2,0.423
principle_A_domain_1,0.951
principle_A_domain_2,0.418
principle_A_domain_3,0.513
principle_A_reconstruction,0.441
regular_plural_subject_verb_agreement_1,0.546
regular_plural_subject_verb_agreement_2,0.492
sentential_negation_npi_licensor_present,0.817
sentential_negation_npi_scope,0.83
sentential_subject_island,0.458
superlative_quantifiers_1,0.202
superlative_quantifiers_2,0.199
tough_vs_raising_1,0.364
tough_vs_raising_2,0.648
transitive,0.538
wh_island,0.751
wh_questions_object_gap,0.396
wh_questions_subject_gap,0.759
wh_questions_subject_gap_long_distance,0.571
wh_vs_that_no_gap,0.543
wh_vs_that_no_gap_long_distance,0.533
wh_vs_that_with_gap,0.404
wh_vs_that_with_gap_long_distance,0.44
