,epoch_3
adjunct_island,0.48
anaphor_gender_agreement,0.764
anaphor_number_agreement,0.651
animate_subject_passive,0.591
animate_subject_trans,0.483
causative,0.461
complex_NP_island,0.339
coordinate_structure_constraint_complex_left_branch,0.629
coordinate_structure_constraint_object_extraction,0.288
determiner_noun_agreement_1,0.499
determiner_noun_agreement_2,0.488
determiner_noun_agreement_irregular_1,0.491
determiner_noun_agreement_irregular_2,0.531
determiner_noun_agreement_with_adj_2,0.473
determiner_noun_agreement_with_adj_irregular_1,0.497
determiner_noun_agreement_with_adj_irregular_2,0.535
determiner_noun_agreement_with_adjective_1,0.492
distractor_agreement_relational_noun,0.469
distractor_agreement_relative_clause,0.522
drop_argument,0.613
ellipsis_n_bar_1,0.291
ellipsis_n_bar_2,0.37
existential_there_object_raising,0.67
existential_there_quantifiers_1,0.744
existential_there_quantifiers_2,0.714
existential_there_subject_raising,0.587
expletive_it_object_raising,0.652
inchoative,0.349
intransitive,0.462
irregular_past_participle_adjectives,0.266
irregular_past_participle_verbs,0.713
irregular_plural_subject_verb_agreement_1,0.545
irregular_plural_subject_verb_agreement_2,0.488
left_branch_island_echo_question,0.555
left_branch_island_simple_question,0.701
matrix_question_npi_licensor_present,0.159
npi_present_1,0.215
npi_present_2,0.153
only_npi_licensor_present,0.04
only_npi_scope,0.311
passive_1,0.608
passive_2,0.631
principle_A_c_command,0.424
principle_A_case_1,1.0
principle_A_case_2,0.412
principle_A_domain_1,1.0
principle_A_domain_2,0.435
principle_A_domain_3,0.507
principle_A_reconstruction,0.315
regular_plural_subject_verb_agreement_1,0.519
regular_plural_subject_verb_agreement_2,0.462
sentential_negation_npi_licensor_present,0.996
sentential_negation_npi_scope,0.781
sentential_subject_island,0.477
superlative_quantifiers_1,0.474
superlative_quantifiers_2,0.276
tough_vs_raising_1,0.433
tough_vs_raising_2,0.607
transitive,0.587
wh_island,0.901
wh_questions_object_gap,0.545
wh_questions_subject_gap,0.864
wh_questions_subject_gap_long_distance,0.66
wh_vs_that_no_gap,0.701
wh_vs_that_no_gap_long_distance,0.653
wh_vs_that_with_gap,0.265
wh_vs_that_with_gap_long_distance,0.34
