,epoch_0
adjunct_island,0.47
anaphor_gender_agreement,0.365
anaphor_number_agreement,0.47
animate_subject_passive,0.519
animate_subject_trans,0.463
causative,0.482
complex_NP_island,0.58
coordinate_structure_constraint_complex_left_branch,0.513
coordinate_structure_constraint_object_extraction,0.621
determiner_noun_agreement_1,0.513
determiner_noun_agreement_2,0.507
determiner_noun_agreement_irregular_1,0.493
determiner_noun_agreement_irregular_2,0.498
determiner_noun_agreement_with_adj_2,0.513
determiner_noun_agreement_with_adj_irregular_1,0.511
determiner_noun_agreement_with_adj_irregular_2,0.493
determiner_noun_agreement_with_adjective_1,0.509
distractor_agreement_relational_noun,0.515
distractor_agreement_relative_clause,0.553
drop_argument,0.693
ellipsis_n_bar_1,0.432
ellipsis_n_bar_2,0.421
existential_there_object_raising,0.568
existential_there_quantifiers_1,0.583
existential_there_quantifiers_2,0.338
existential_there_subject_raising,0.569
expletive_it_object_raising,0.546
inchoative,0.422
intransitive,0.509
irregular_past_participle_adjectives,0.751
irregular_past_participle_verbs,0.41
irregular_plural_subject_verb_agreement_1,0.507
irregular_plural_subject_verb_agreement_2,0.55
left_branch_island_echo_question,0.223
left_branch_island_simple_question,0.498
matrix_question_npi_licensor_present,0.278
npi_present_1,0.448
npi_present_2,0.448
only_npi_licensor_present,0.711
only_npi_scope,0.688
passive_1,0.643
passive_2,0.649
principle_A_c_command,0.379
principle_A_case_1,0.744
principle_A_case_2,0.512
principle_A_domain_1,0.654
principle_A_domain_2,0.552
principle_A_domain_3,0.527
principle_A_reconstruction,0.522
regular_plural_subject_verb_agreement_1,0.386
regular_plural_subject_verb_agreement_2,0.48
sentential_negation_npi_licensor_present,0.854
sentential_negation_npi_scope,0.581
sentential_subject_island,0.508
superlative_quantifiers_1,0.394
superlative_quantifiers_2,0.323
tough_vs_raising_1,0.53
tough_vs_raising_2,0.444
transitive,0.512
wh_island,0.207
wh_questions_object_gap,0.718
wh_questions_subject_gap,0.777
wh_questions_subject_gap_long_distance,0.633
wh_vs_that_no_gap,0.779
wh_vs_that_no_gap_long_distance,0.766
wh_vs_that_with_gap,0.219
wh_vs_that_with_gap_long_distance,0.25
